Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,2936.943765,3261.145625,3360.454611,3363.118224,3431.302025,3219.688272,3269.984328,3505.106215,3515.766217,3543.323907,3250.749747,3765.510798,4113.000849,4322.182794,4529.826867
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2967104472,3013476947,3058869436,3103677284,3146800078,3190318707,3233033717,3274060446,3314245247,3355014793,3396051187,3432026092,3470644834,3511607650,3552278604
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,7760.448278,8929.666845,9479.323443,9522.667498,9759.275634,9657.528896,9928.671499,10526.67717,11394.4809,11578.27483,11595.29409,13282.76367,13084.28481,13117.90954,13349.08331
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2214613815,2230826576,2249081393,2267072102,2284385542,2300844269,2317076058,2333475520,2347576325,2359771090,2369438682,2375144416,2379648196,2384479340,2388378491
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,4057.868416,4913.896214,5434.827471,5952.771112,6373.651057,6589.77384,6683.183869,7241.925338,8045.944488,8286.439675,8391.368384,9974.6364,10106.87252,10125.76681,10396.82552
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,1973602166,1989106668,2006566431,2023850158,2040383789,2056050896,2071486140,2087238522,2100698838,2112289891,2121866294,2128553744,2133560408,2137527754,2141122258
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,4104.805868,4970.507902,5497.157339,6020.72681,6446.137335,6664.487165,6758.740155,7323.510232,8136.368818,8379.406869,8485.420258,10086.47852,10220.3605,10239.67433,10513.97557
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,1948643347,1964036970,1981382735,1998548872,2014960984,2030504270,2045816761,2061449949,2074796982,2086281644,2095759417,2102350702,2107261123,2111139152,2114653077
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,4520.30959,5153.691642,5634.083932,6109.290315,6405.799793,5976.159681,5917.637713,6233.322448,6303.918867,6205.057652,5463.645153,6061.323502,6515.585284,6737.847484,6874.70574
Ecuador,ECU,"Population, total",SP.POP.TOTL,15076695,15326227,15572194,15807128,16035124,16266225,16505139,16759519,17049547,17340021,17546065,17682454,17823897,17980083,18135478
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2455.081946,2590.643849,2996.067707,3025.525636,3133.391023,3306.981594,3270.628777,2395.103333,2484.703156,2962.98892,3511.11381,3827.354154,4233.307837,3456.789685,3338.473714
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,89196072,91093059,93161001,95333553,97528654,99597342,101644589,103696057,105682094,107553158,109315124,110957008,112618250,114535772,116538258
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3040.07301,3330.600495,3497.912569,3582.26694,3666.012489,3790.340891,3901.34015,4020.126714,4183.54621,4320.116715,3997.192796,4642.607431,5074.602102,5365.444914,5579.659692
El Salvador,SLV,"Population, total",SP.POP.TOTL,6068249,6090127,6113975,6138839,6162955,6183676,6200800,6213533,6219807,6222318,6234673,6255782,6280319,6309624,6338193
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,13720.16587,17198.21367,17308.57239,16304.07132,15548.66247,9068.910032,7453.197979,7809.104657,8102.470848,6804.149231,5764.055029,6945.630698,7589.299649,6677.793435,6745.400132
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1189085,1241835,1293483,1346218,1399828,1453923,1508186,1562396,1616422,1670177,1716468,1758786,1803545,1847549,1892516
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,539.6995121,688.6816596,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"Population, total",SP.POP.TOTL,2945186,2998485,3036988,3074360,3095173,3105546,3124698,3150347,3192760,3240194,3291271,3350183,3409447,3470390,3535603
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,14663.7041,17555.54552,17568.2138,19310.38749,20581.7899,17722.15577,18666.37365,20851.52235,23618.13613,24021.25014,23933.99394,27953.76702,28451.14778,30133.30445,31170.09151
Estonia,EST,"Population, total",SP.POP.TOTL,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384,1321977,1326898,1329522,1330932,1348840,1370286,1371986
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3992.951996,4312.342434,4347.995693,3951.120081,3771.907965,3420.753571,3239.807075,3853.991479,3973.463449,3913.12644,3454.784217,3966.298633,3889.65277,3741.690107,3936.109692
Eswatini,SWZ,"Population, total",SP.POP.TOTL,1111650,1117833,1123863,1129990,1136299,1142813,1149507,1158195,1168929,1179874,1192729,1206593,1218917,1230506,1242822
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,330.6194128,343.0249424,452.1010319,484.0398331,549.9865771,621.8456738,696.1960848,745.6324339,747.9680037,828.7090805,905.3131593,910.9478871,1011.073324,..,..
Ethiopia,ETH,"Population, total",SP.POP.TOTL,90538514,93149970,95798767,98438751,101115610,103867135,106718162,109666481,112664152,115737383,118917671,122138588,125384287,128691692,132059767
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,37495.48206,40574.37223,37486.62822,39101.82491,39982.90074,34467.57666,35232.26957,37237.53636,40096.71221,39212.51115,38234.53359,42967.25517,41446.43228,45068.70109,46724.35562
Euro area,EMU,"Population, total",SP.POP.TOTL,341002804,340367367,341100659,341639530,342228563,343180482,344132977,344810179,345864630,346496601,346986142,347207191,348700885,350292725,351125804
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,23684.87661,26221.78566,25146.01978,26177.10964,26444.79301,22676.94946,22496.77585,23780.61679,25362.67581,24975.41664,24121.4791,27591.41088,27782.86162,29835.71805,31392.58196
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,890990371,893009595,896554203,899985362,903676408,907676898,911765648,915290996,918947897,922218554,923973838,924702975,925061269,925640799,928465742
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,5995.078508,6762.72946,7071.920036,7646.166677,7273.112782,6282.954184,5977.685509,6112.70277,5952.25003,6020.636702,5733.417619,6623.351377,7247.609812,8571.410187,9668.562709
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,230106440,231988438,233914892,235983340,238114658,240232789,242410814,244533821,246659127,248863066,250660609,252189631,250840400,249053262,250485944
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,8268.157719,10016.61627,10406.79156,10953.72599,10297.08536,8004.56642,7653.978071,8560.707099,8890.615966,9034.432091,8456.581747,9987.988644,11410.44153,12106.92409,13257.56545
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,442936599,444846366,446980794,449206794,451547765,453811483,456099634,458235497,460205526,462219596,463151657,463426293,461268322,458932506,459954508
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,33122.55827,35967.01144,33328.77199,34808.00258,35592.88749,30769.09064,31462.43412,33391.9679,36054.39545,35374.64438,34698.40321,39214.36608,37962.8295,41392.07438,43145.15669
European Union,EUU,"Population, total",SP.POP.TOTL,442088310,441414078,442069839,442425741,442920819,443793218,444676652,445321060,446329890,446910453,446870959,446227358,447703403,449425965,450185396
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,47923.15154,51618.99078,50261.96163,55758.20837,60172.06325,52635.03755,56875.28038,59387.35309,62526.49085,63067.06957,62240.82241,68749.40056,66139.38097,71774.35224,..
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,48657,48543,48291,48246,48428,48901,49464,50180,50996,51793,52567,53305,53927,54439,54719
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,3449.144529,4139.602886,4341.403387,4572.443775,5293.356767,5097.531069,5363.790267,5826.848145,6085.419795,5950.828669,4844.421272,4696.171039,5405.030062,5888.736673,6288.398673
Fiji,FJI,"Population, total",SP.POP.TOTL,910419,912989,914918,916352,917585,918578,919166,918759,917180,914899,914963,916711,919422,924145,928784
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,46506.2919,51060.32426,47551.67408,49691.01452,50073.77608,42560.34568,43451.25624,46085.01747,49654.2497,48358.18078,48828.68469,53099.13514,50440.56022,52821.51143,53188.61862
Finland,FIN,"Population, total",SP.POP.TOTL,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214,5515525,5521606,5529543,5541017,5556106,5583911,5637214
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,2017.094713,2056.373637,2245.374719,2276.32208,2358.980051,1818.812536,1639.707194,1710.940513,1828.227244,1898.512202,1689.916908,1763.845894,1903.898873,1781.8601,1690.972914
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,793160547,812764221,832872724,853223055,873158163,892657785,912614026,933013886,953648681,974824119,996691241,1018693077,1038158122,1058715836,1083294896
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,40694.82117,43929.78409,40863.58144,42669.17951,43148.04593,36702.43237,37024.21571,38687.16264,41418.17665,40408.28486,39169.8606,43725.09995,41082.81193,44690.93454,46150.48769
France,FRA,"Population, total",SP.POP.TOTL,65026211,65340830,65657659,65997932,66312067,66548272,66724104,66918020,67158348,67382061,67601110,67842811,68065015,68287487,68516699
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,22494.80671,22831.51853,20846.54575,21955.63293,22258.63214,19166.95948,19690.07757,20826.93125,21925.61604,21582.5892,19966.48385,21982.90389,20738.65,22774.1419,..
French Polynesia,PYF,"Population, total",SP.POP.TOTL,270580,271727,273084,274728,276387,277866,279178,280087,279815,279034,279209,279792,280378,281118,281807
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,8356.74662,10219.11393,9296.965879,9197.701063,9201.362766,7047.126546,6677.070039,6921.733731,7624.277523,7441.178647,6605.803461,8181.409141,8409.207415,8071.397774,8218.763071
Gabon,GAB,"Population, total",SP.POP.TOTL,1719879,1781985,1846889,1913059,1978399,2040989,2100306,2156900,2212318,2267706,2322539,2376722,2430747,2484789,2538952
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,801.0333727,710.6084115,692.5793616,653.8627133,568.0045356,619.5363643,650.0565013,642.5226413,696.219807,738.186752,720.3351434,781.8909252,836.2448756,888.1574074,908.5256742
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,1926630,1983784,2043094,2103820,2164528,2224529,2283769,2342189,2399632,2456844,2515733,2576010,2636470,2697845,2759988
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,3281.729309,4119.668183,4530.695334,4712.002294,4830.334862,4086.622347,4143.401257,4418.752065,4804.054604,4741.283272,4300.857013,5083.606955,6729.846599,8283.669607,9193.663664
Georgia,GEO,"Population, total",SP.POP.TOTL,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004,3726549,3720161,3722716,3708610,3712502,3715483,3673850
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,42409.9357,47646.58204,44735.58823,47220.01021,48971.08247,41911.01099,42961.03569,45526.59996,48874.8595,47623.86561,47379.76519,52265.65416,49686.11546,53940.40734,55800.21945
Germany,DEU,"Population, total",SP.POP.TOTL,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83160871,83196078,83797985,83901923,83510950
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,1263.892518,1507.435732,1543.775242,2294.795847,1949.908329,1722.772828,1912.479913,2012.286626,2195.32166,2186.658227,2195.454817,2445.186625,2229.891226,2383.904105,2405.794664
Ghana,GHA,"Population, total",SP.POP.TOTL,25474995,26095088,26734268,27386193,28041592,28696068,29356742,30008354,30637585,31258945,31887809,32518665,33149152,33787914,34427414
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Population, total",SP.POP.TOTL,31248,31660,32029,32407,32813,33193,33658,34245,34854,35494,36173,36858,37609,38471,39329
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,26653.0488,25504.78665,21624.34605,21573.34498,21474.72571,17980.72982,17919.24264,18631.99301,19873.40152,19335.3602,17886.73317,20654.7002,20971.83493,23400.72788,24752.10684
Greece,GRC,"Population, total",SP.POP.TOTL,11121341,11104899,11045011,10965211,10892413,10820883,10775971,10754679,10732882,10721582,10698599,10569207,10436882,10405588,10388805
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,44277.19934,47186.876,45936.95628,47535.48838,50485.22441,44536.35497,48181.74535,50765.74947,54545.13586,53309.20359,54812.66618,58135.99399,55635.00065,58498.97431,..
Greenland,GRL,"Population, total",SP.POP.TOTL,56534,56890,56810,56483,56295,56114,56186,56172,56023,56225,56367,56653,56661,56865,56836
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,6909.601696,6947.381361,7092.719854,7424.802123,7986.334212,8694.12438,9221.234611,9751.426612,10083.02128,10462.79292,8968.558901,9622.240505,10535.45888,11308.28742,11871.6117
Grenada,GRD,"Population, total",SP.POP.TOTL,111586,112079,112775,113487,114132,114676,115130,115438,115691,115981,116341,116688,116913,117081,117207
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,29719.79678,29926.20524,31653.75065,32530.75931,33900.14865,35165.70146,35930.65949,36779.00789,37195.95031,39274.94314,36482.9364,38074.87937,41833.15171,..,..
Guam,GUM,"Population, total",SP.POP.TOTL,166522,166543,166331,165966,165486,164905,164233,163490,162679,161808,162158,163730,165180,166506,167777
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2805.259602,3168.983706,3286.619593,3444.159713,3689.144718,3893.505221,4060.13755,4324.996082,4352.946518,4511.997552,4477.617618,4912.622257,5358.701275,5758.308763,6150.025978
Guatemala,GTM,"Population, total",SP.POP.TOTL,14500112,14792126,15089647,15387337,15681725,15971743,16268760,16567357,16845685,17103803,17357325,17598650,17847877,18124838,18406359
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,659.2353262,636.6949587,699.3533772,748.4550208,765.1469994,747.3569668,711.9965098,833.5986217,933.2736156,1031.341465,1053.660977,1244.965505,1416.59612,1555.493758,1717.023181
Guinea,GIN,"Population, total",SP.POP.TOTL,10396086,10656810,10921581,11191873,11472924,11767070,12073030,12385659,12704774,13034346,13371183,13710513,14055137,14405468,14754785
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,600.1942985,719.5395735,635.4616533,654.3045344,652.022501,645.0668372,679.6653866,783.1231866,808.5316132,807.4255249,836.2673142,912.4841047,873.4378619,964.9275542,962.9836279
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1566347,1608076,1651417,1695973,1741122,1786457,1831893,1877072,1922168,1967696,2013255,2058841,2105529,2153339,2201352
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,4581.761797,4947.221706,5444.397519,5556.912312,5472.688205,5640.415606,5870.878238,6178.665044,6048.386972,6405.824434,6775.709391,9860.870148,17913.49281,20473.70022,29883.63412
Guyana,GUY,"Population, total",SP.POP.TOTL,749256,746153,746288,750021,754229,758781,763548,768479,791556,807665,807481,815482,821637,826353,831087
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,1209.727335,1312.039536,1361.393966,1457.832212,1460.188986,1411.126847,1318.402682,1395.239452,1496.38049,1352.172042,1290.325387,1835.443941,1760.626357,1705.758085,2142.623305
Haiti,HTI,"Population, total",SP.POP.TOTL,9803294,9914904,10069771,10222362,10373235,10523242,10671457,10817754,10962362,11105163,11243848,11374586,11503606,11637398,11772557
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,808.7772607,872.4629903,880.2793909,957.5337459,983.3711122,917.9998018,900.498036,939.7455321,977.3459005,984.5706616,968.074022,1049.999875,1111.391858,1173.17371,1272.360669
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,638796398,656783491,675397557,694622934,714769441,735429414,756895035,779389964,802020674,824649053,847743308,870930036,893906294,917304254,941413026
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,35725.92111,38728.221,38632.51657,38968.52433,39409.73278,36571.1929,37055.75389,38782.91754,41079.78727,41351.49891,40219.13602,45211.94105,46655.16486,48708.46247,50443.9276
High income,HIC,"Population, total",SP.POP.TOTL,1328657754,1334557663,1342428400,1350149879,1357496263,1366013616,1374284415,1380319892,1385103279,1389779202,1393490142,1391839631,1398530204,1408764584,1417871275
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,1893.327227,2073.661211,2126.034747,2081.128435,2179.88172,2271.20266,2307.344684,2413.007656,2464.642415,2502.327443,2307.614943,2735.147515,3003.289968,3227.457625,3426.434833
Honduras,HND,"Population, total",SP.POP.TOTL,8365878,8540583,8715076,8889278,9063122,9237305,9412380,9588137,9765210,9943633,10119640,10289877,10463872,10644851,10825703
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,32550.13649,35142.48793,36730.7962,38403.77771,40315.37395,42432.16197,43734.19807,46160.42979,48537.56689,48359.0012,46109.22999,49770.56424,48825.84419,50565.46477,54107.03452
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7024200,7071600,7150100,7178900,7229500,7291300,7336600,7393200,7452600,7507900,7481000,7413100,7346100,7536100,7524100
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,13189.84339,14211.46056,12950.15945,13739.46202,14352.50188,12782.94126,13215.86053,14736.16682,16605.05705,17012.85986,16386.93088,19030.62813,18483.63669,22312.17903,23310.75127
Hungary,HUN,"Population, total",SP.POP.TOTL,10000023,9971727,9920362,9872734,9833038,9797755,9759755,9726756,9706964,9694824,9670419,9630932,9605074,9592186,9562314
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,4557.209203,5338.490088,5614.904444,5865.322642,6002.377185,5572.514111,5560.963294,6080.713266,6429.487613,6517.954322,6236.681205,7366.114738,7745.393066,7964.736753,8253.921253
IBRD only,IBD,"Population, total",SP.POP.TOTL,4436714947,4483152627,4532140278,4582036746,4630723215,4676922961,4721753602,4765998583,4807240463,4845361414,4878606096,4905534420,4928522353,4952554878,4979720059
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74452.18907,68452.23622,59023.56635,69178.4047,75121.01523,79960.09615,82703.85799
Iceland,ISL,"Population, total",SP.POP.TOTL,318041,319014,320716,323764,327386,330815,335439,343400,352721,360563,366463,372520,382003,393349,404610
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,3712.168345,4320.709809,4529.033581,4729.04247,4841.00103,4494.441197,4467.698316,4853.165655,5111.821395,5169.581323,4932.646214,5764.255489,6043.777287,6162.305888,6351.481063
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,5876645582,5956718993,6038998236,6120535080,6201723115,6281111240,6360340293,6440236993,6518316997,6594502842,6666779721,6732972939,6795050443,6858864199,6926456321
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,1535.43418,1705.809204,1844.388191,1968.061782,2095.056358,1947.836298,1790.524013,1804.574022,1869.419707,1878.133758,1735.425044,1857.197346,1962.521523,1729.919829,1565.836271
IDA blend,IDB,"Population, total",SP.POP.TOTL,508422508,520984443,532980174,544442648,555868551,567234056,578463670,590024074,601951913,614017319,626440308,639196319,651895919,664395892,676957651
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,875.3656513,960.8499166,944.9531465,1003.615495,1046.785397,1023.944111,1058.233475,1116.074161,1160.504189,1194.072157,1179.866456,1254.095721,1330.402539,1347.74691,1444.428955
IDA only,IDX,"Population, total",SP.POP.TOTL,931508127,952581923,973877784,994055686,1015131349,1036954223,1060123021,1084214336,1109124621,1135124109,1161733317,1188242200,1214632171,1241913429,1269778611
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1108.428056,1224.232828,1263.086016,1344.913031,1417.696216,1350.628403,1316.751059,1358.710747,1409.898675,1434.204638,1374.492016,1465.046916,1551.173814,1480.943613,1486.647109
IDA total,IDA,"Population, total",SP.POP.TOTL,1439930635,1473566366,1506857958,1538498334,1570999900,1604188279,1638586691,1674238410,1711076534,1749141428,1788173625,1827438519,1866528090,1906309321,1946736262
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,1347.519391,1445.461275,1429.321995,1432.843975,1553.883961,1583.998159,1707.508929,1950.104683,1966.254552,2041.428637,1907.042516,2239.613844,2347.448294,2530.120313,2696.6639
India,IND,"Population, total",SP.POP.TOTL,1243481564,1261224954,1278674502,1295829511,1312277191,1328024498,1343944296,1359657400,1374659064,1389030312,1402617695,1414203896,1425423212,1438069596,1450935791
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,3065.683484,3579.464425,3632.27254,3566.602845,3441.068085,3288.222697,3521.469435,3798.883262,3860.953531,4106.948562,3853.702888,4287.17314,4730.834848,4876.307745,4925.430488
Indonesia,IDN,"Population, total",SP.POP.TOTL,246305322,249470032,252698525,255852467,258877399,261799249,264627418,267346658,269951846,272489381,274814866,276758053,278830529,281190067,283487931
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,6291.194437,8025.687434,8114.080998,6222.741948,5672.063729,4952.733555,5477.037124,5753.115447,4631.78709,3831.278948,2988.781224,4334.792686,4405.092915,4465.637669,4771.40029
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,77420842,78383598,79370580,80414686,81502045,82619362,83812228,85026754,86117998,87051648,87723443,88455488,89524246,90608707,91567738
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,4461.751962,5775.542291,6477.596185,6650.352822,6249.39227,4440.141893,4334.420964,4759.284644,5646.689321,5671.856863,4295.189451,4868.494311,6520.731546,5965.318351,6073.610323
Iraq,IRQ,"Population, total",SP.POP.TOTL,31045366,32161424,33654842,35281989,36550059,37560535,38469627,39337353,40265624,41192171,42116605,43071211,44070551,45074049,46042015
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,48679.40268,52692.78131,49411.73875,52619.21237,57278.25909,64311.82347,64192.94181,72198.1077,80738.96288,81810.19265,86622.50673,103961.9764,105234.5116,103887.8004,107316.3373
Ireland,IRL,"Population, total",SP.POP.TOTL,4560155,4580084,4599533,4623816,4657740,4701957,4762722,4827445,4898022,4976456,5039747,5110585,5212836,5307600,5380257
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,70587.31403,77808.85796,79329.20343,83207.65884,91885.45287,84753.51874,82025.94545,83481.30385,89393.82442,87127.5518,79513.53303,94299.96935,88328.54813,..,..
Isle of Man,IMN,"Population, total",SP.POP.TOTL,83873,84382,84335,84141,83892,83593,83466,83609,83805,83957,84064,84106,84132,84165,84160
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,31439.0887,34522.5216,33321.43009,37034.31611,38343.30466,36213.10415,37671.53891,41138.47096,42362.66528,44250.63136,44575.5719,52270.90402,54949.62156,52003.72007,54176.68444
Israel,ISR,"Population, total",SP.POP.TOTL,7623600,7765800,7910500,8059500,8215700,8380100,8546000,8713300,8882800,9054000,9215100,9371400,9557500,9849000,9974400
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,35856.86255,38432.37428,34854.39494,35701.6746,36028.3494,30639.88298,31391.56929,32844.11566,34904.10819,33812.78872,32091.48666,36852.54254,35653.90421,39065.42444,40226.04724
Italy,ITA,"Population, total",SP.POP.TOTL,59819407,60026841,60191247,60311613,60320707,60229605,60115223,60002252,60148658,59729081,59438851,59133173,59013667,58993475,58986023
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4809.97738,5232.636449,5340.833332,5124.213014,4975.113255,5062.89555,5009.794487,5259.313328,5578.103475,5607.242993,4879.440258,5165.337821,6022.153398,6839.725024,7019.746348
Jamaica,JAM,"Population, total",SP.POP.TOTL,2748568,2760494,2772430,2783687,2793749,2802534,2809915,2815764,2820097,2823271,2830739,2837682,2839144,2839786,2839175
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39751.1331,40415.95676,40028.73417,40094.55998,34065.6439,33836.17563,32475.8925
Japan,JPN,"Population, total",SP.POP.TOTL,128070000,127833000,127629000,127445000,127276000,127141000,127076000,126972000,126811000,126633000,126261000,125681593,125124989,124516650,123975371
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,3718.465716,3946.855039,4169.504701,4311.219167,4191.180501,4042.756781,3986.71677,4065.616287,4145.439897,4170.1144,4022.040136,4183.499983,4332.251599,4466.083142,4618.095925
Jordan,JOR,"Population, total",SP.POP.TOTL,7297043,7480424,7587127,7991809,8791710,9544729,10006367,10234226,10462306,10671891,10865228,11066356,11256263,11439213,11552876
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,8793.0759,11287.14649,12018.79665,13478.45963,12427.70946,10196.12263,7475.566887,8943.084168,9472.485273,9457.126147,8781.507978,9983.601036,11255.33964,12879.42753,14005.34874
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,16836810,17066002,17306106,17556502,17816285,18084169,18363600,18651931,18932727,19209555,19482117,19743603,20034609,20330104,20592571
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1091.518731,1096.144998,1285.005362,1370.878852,1482.815663,1489.119598,1554.126103,1667.484472,1836.452755,1960.408089,1927.66459,2061.356221,2109.562885,1952.304579,2206.134979
Kenya,KEN,"Population, total",SP.POP.TOTL,41598567,42758461,43888303,44986791,46051440,47088526,48139687,49197766,50207107,51202827,52217334,53219166,54252461,55339003,56432944
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1522.100687,1771.129268,1843.553363,1772.087183,1736.705357,1639.852747,1742.667993,1853.051227,1912.738094,1750.997719,1751.78232,2222.048295,2069.767201,2177.701141,2288.634583
Kiribati,KIR,"Population, total",SP.POP.TOTL,108704,110647,112284,113838,115326,116815,118478,120275,122084,123921,126099,128377,130469,132530,134518
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,24987258,25097874,25211728,25329451,25451262,25575350,25698326,25817709,25931147,26037632,26136312,26232534,26328845,26418204,26498823
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,23079.26013,25097.59543,25459.1689,27179.51701,29252.93124,28737.43917,29280.44032,31600.73587,33447.15628,31902.4169,31721.29891,35125.5225,32394.68337,33121.37129,..
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51585058,51764822,51836239,51769539,51672569,51712619,51751065
